model,subset,has_history,n_blocks,raw_items,additional_items,model_input_variables,algorithm,best_config,oof_log_loss,fold_se,encoded_features,n,events,event_rate,log_loss,brier,roc_auc,average_precision,calibration_intercept,calibration_slope
ridge_fixed::D_P_C,D_P_C,False,3.0,16,16,6,ridge_fixed,0.1,0.6649191025067817,0.006192609363717244,36,1520,853,0.5611842105263158,0.689862727310767,0.2479043380557639,0.5473608447827669,0.5889102019008952,0.1338252799141143,0.4089418703172495
ridge::B_P_C,B_P_C,False,3.0,13,13,3,ridge,0.1,0.6777986869657929,0.002770276939195,6,1520,853,0.5611842105263158,0.6797682464779038,0.2433221391615166,0.5474276343657011,0.5861368188073723,0.0304259789117187,0.8346705729282634
ridge_fixed::B_P_C,B_P_C,False,3.0,13,13,3,ridge_fixed,0.1,0.6777986869657929,0.0027702769391950944,6,1520,853,0.5611842105263158,0.6797682464779038,0.2433221391615166,0.5474276343657011,0.5861368188073723,0.0304259789117187,0.8346705729282634
ridge::D_B_P_C,D_B_P_C,False,4.0,17,17,7,ridge,1.0,0.6590512991988687,0.0075259175017227,37,1520,853,0.5611842105263158,0.706356669385832,0.2524941680602347,0.5596211273027027,0.5866115606161553,0.1627010778560099,0.279226226450812
ridge_fixed::D_B_P_C,D_B_P_C,False,4.0,17,17,7,ridge_fixed,0.1,0.659822964055971,0.00429105715891764,37,1520,853,0.5611842105263158,0.6827817286386232,0.2443792294976322,0.5727734022789308,0.606726690795872,0.0959991710968825,0.5414955599829961
ridge::M_P_C,M_P_C,False,3.0,13,13,3,ridge,0.001,0.6852803698561314,0.0001115990769875,6,1520,853,0.5611842105263158,0.6841454318288797,0.2455193240662355,0.5784575473107525,0.6031139794053838,-2.4738726256311643,10.86385234071857
ridge_fixed::M_P_C,M_P_C,False,3.0,13,13,3,ridge_fixed,0.1,0.6856789318258086,0.0004194815530976626,6,1520,853,0.5611842105263158,0.6807576392979802,0.2438412262019664,0.5713216076604136,0.5987834513361802,-0.3508629730575541,2.372627657386551
ridge::D_M_P_C,D_M_P_C,False,4.0,17,17,7,ridge,1.0,0.6637450766040225,0.0092805101617528,37,1520,853,0.5611842105263158,0.7108118022230695,0.2548411906938488,0.5421187413327334,0.5757726013264766,0.1867144202876352,0.2010819126270412
ridge_fixed::D_M_P_C,D_M_P_C,False,4.0,17,17,7,ridge_fixed,0.1,0.6649344225713657,0.00611897777311916,37,1520,853,0.5611842105263158,0.6854633490509352,0.2457734107275171,0.5602222335491105,0.5964925315531588,0.1093371117834378,0.5005531272878474
ridge::B_M_P_C,B_M_P_C,False,4.0,14,14,4,ridge,0.1,0.6780210463346151,0.0026961742476479,7,1520,853,0.5611842105263158,0.6765303696163217,0.2417280100753227,0.569402285961357,0.6002034590254197,-0.0135180507521402,0.9990169560112494
ridge_fixed::B_M_P_C,B_M_P_C,False,4.0,14,14,4,ridge_fixed,0.1,0.6780210463346151,0.0026961742476479564,7,1520,853,0.5611842105263158,0.6765303696163217,0.2417280100753227,0.569402285961357,0.6002034590254197,-0.0135180507521402,0.9990169560112494
ridge::D_B_M_P_C,D_B_M_P_C,False,5.0,18,18,8,ridge,1.0,0.6594776813784442,0.0074576834016152,38,1520,853,0.5611842105263158,0.7045775851734855,0.2516266789184808,0.5638666598705337,0.5893467286529503,0.1577821605509395,0.2966453232301442
ridge_fixed::D_B_M_P_C,D_B_M_P_C,False,5.0,18,18,8,ridge_fixed,0.1,0.6600201010529829,0.004205296185422232,38,1520,853,0.5611842105263158,0.6803352214911252,0.243193338414895,0.5791456557770353,0.6103706831711112,0.0851880978599142,0.5812462325730057
ridge::A,A,False,1.0,1,1,1,ridge,0.1,0.6808642563858034,0.0022787349419306,1,1520,853,0.5611842105263158,0.6967690937084243,0.2513194758075097,0.5013059121084241,0.5618298356443642,0.2389969430641349,0.0195067290963583
ridge_fixed::A,A,False,1.0,1,1,1,ridge_fixed,0.1,0.6808642563858034,0.0022787349419306708,1,1520,853,0.5611842105263158,0.6967690937084243,0.2513194758075097,0.5013059121084241,0.5618298356443642,0.2389969430641349,0.0195067290963583
ridge::D_A,D_A,False,2.0,5,5,5,ridge,1.0,0.6582581334178604,0.0090400870072787,32,1520,853,0.5611842105263158,0.7307561196494881,0.2606011730975183,0.5370989768890466,0.5607806797070636,0.1932305011133402,0.1261580612420305
ridge_fixed::D_A,D_A,False,2.0,5,5,5,ridge_fixed,0.1,0.6605293846361799,0.005922876085413572,32,1520,853,0.5611842105263158,0.7021793555683171,0.2519897854759967,0.547127960052799,0.5716504101118312,0.1339663174454411,0.2892889362504143
ridge::B_A,B_A,False,2.0,2,2,2,ridge,0.1,0.6736656514353723,0.0034503886198507,2,1520,853,0.5611842105263158,0.6896428576408007,0.2472811931178399,0.5498478779367644,0.579561626043997,0.0855429006529301,0.4317516198081298
ridge_fixed::B_A,B_A,False,2.0,2,2,2,ridge_fixed,0.1,0.6736656514353723,0.0034503886198507822,2,1520,853,0.5611842105263158,0.6896428576408007,0.2472811931178399,0.5498478779367644,0.579561626043997,0.0855429006529301,0.4317516198081298
ridge::D_B_A,D_B_A,False,3.0,6,6,6,ridge,1.0,0.6545563941969289,0.0066753676939772,33,1520,853,0.5611842105263158,0.721027341285142,0.255547113885935,0.5598091927072806,0.5741083368886817,0.1528753303488234,0.2229574296122149
ridge_fixed::D_B_A,D_B_A,False,3.0,6,6,6,ridge_fixed,0.1,0.6562864326027461,0.0035459456435240426,33,1520,853,0.5611842105263158,0.6939976723385386,0.2476534670053377,0.5704410397380442,0.5845617552569453,0.0848875340360871,0.4143661528161418
ridge::M_A,M_A,False,2.0,2,2,2,ridge,0.1,0.6806921645491553,0.002166069819746,2,1520,853,0.5611842105263158,0.6910968417107293,0.2485850128771974,0.5601818082752293,0.6004001203983236,0.1254631509728541,0.3261931256047625
ridge_fixed::M_A,M_A,False,2.0,2,2,2,ridge_fixed,0.1,0.6806921645491553,0.0021660698197460606,2,1520,853,0.5611842105263158,0.6910968417107293,0.2485850128771974,0.5601818082752293,0.6004001203983236,0.1254631509728541,0.3261931256047625
ridge::D_M_A,D_M_A,False,3.0,6,6,6,ridge,1.0,0.6584548044655671,0.0088212185562006,33,1520,853,0.5611842105263158,0.7272826575982986,0.2590209383108467,0.5432664675868397,0.5654929967197309,0.1823142173647593,0.1526541885684879
ridge_fixed::D_M_A,D_M_A,False,3.0,6,6,6,ridge_fixed,0.1,0.6605994444776337,0.00572183799020444,33,1520,853,0.5611842105263158,0.6978941461607561,0.2500223358639692,0.5556805419095845,0.5777133787798804,0.1107807302754557,0.3486361104814574
ridge::B_M_A,B_M_A,False,3.0,3,3,3,ridge,0.1,0.6738281710598268,0.0034322711397663,3,1520,853,0.5611842105263158,0.6863806560519313,0.2457166167908488,0.5732541115139969,0.5944565419159107,0.0503240430032063,0.523242557888238
ridge_fixed::B_M_A,B_M_A,False,3.0,3,3,3,ridge_fixed,0.1,0.6738281710598268,0.0034322711397663953,3,1520,853,0.5611842105263158,0.6863806560519313,0.2457166167908488,0.5732541115139969,0.5944565419159107,0.0503240430032063,0.523242557888238
ridge::D_B_M_A,D_B_M_A,False,4.0,7,7,7,ridge,1.0,0.6548369451991856,0.0065484601177661,34,1520,853,0.5611842105263158,0.7198832056380401,0.2550714282905774,0.5614587196436952,0.5761923409814774,0.1491013432166075,0.2316565884579265
ridge_fixed::D_B_M_A,D_B_M_A,False,4.0,7,7,7,ridge_fixed,0.1,0.6564834250164524,0.003433796838230353,34,1520,853,0.5611842105263158,0.692166607319507,0.2468143890356881,0.5737198809739328,0.5876427798663395,0.0761433884643037,0.43652762309046
ridge::P_A,P_A,False,2.0,12,12,2,ridge,0.01,0.6814765010355697,0.0013947506979827,2,1520,853,0.5611842105263158,0.6934465378622365,0.2499201277162122,0.4531444711407485,0.5534736829493963,0.2595844313718574,-0.0398009747980791
ridge_fixed::P_A,P_A,False,2.0,12,12,2,ridge_fixed,0.1,0.6814933231221981,0.0020374374291853843,2,1520,853,0.5611842105263158,0.697519519995956,0.2517178348937634,0.4531444711407485,0.5534736829493963,0.2558244006043629,-0.0261936092154492
ridge::D_P_A,D_P_A,False,3.0,16,16,6,ridge,1.0,0.6585833608658553,0.0095207062864821,33,1520,853,0.5611842105263158,0.7327988594506704,0.2617965591870357,0.5323999782055044,0.5600875534166624,0.2017415015239427,0.1077769122286935
ridge_fixed::D_P_A,D_P_A,False,3.0,16,16,6,ridge_fixed,0.1,0.6608248153088042,0.006219046762279124,33,1520,853,0.5611842105263158,0.7042566319362981,0.2531307936002779,0.5415483934468874,0.5720932519454861,0.1478984947269455,0.2576456070846261
ridge::B_P_A,B_P_A,False,3.0,13,13,3,ridge,0.1,0.6739738002404901,0.0029379596612578,3,1520,853,0.5611842105263158,0.6917583334379683,0.2484142998003354,0.5287168842308037,0.5738294680555549,0.1092505333102201,0.3718448428756617
ridge_fixed::B_P_A,B_P_A,False,3.0,13,13,3,ridge_fixed,0.1,0.6739738002404901,0.0029379596612578306,3,1520,853,0.5611842105263158,0.6917583334379683,0.2484142998003354,0.5287168842308037,0.5738294680555549,0.1092505333102201,0.3718448428756617
ridge::D_B_P_A,D_B_P_A,False,4.0,17,17,7,ridge,1.0,0.654363857240483,0.0074296101073014,34,1520,853,0.5611842105263158,0.7240623632467075,0.2573511044044229,0.5531662656362324,0.5730396072216396,0.1646826632344974,0.2007345809596107
ridge_fixed::D_B_P_A,D_B_P_A,False,4.0,17,17,7,ridge_fixed,0.1,0.6560021687764965,0.00406470364401227,34,1520,853,0.5611842105263158,0.696769721142331,0.2492539101762066,0.5626363254480615,0.5840523917248768,0.1024728365221435,0.3780530090044588
ridge::M_P_A,M_P_A,False,3.0,13,13,3,ridge,0.01,0.6812157887804466,0.0012173367590811,3,1520,853,0.5611842105263158,0.6887779329464403,0.2476613951306013,0.5446215930721627,0.5946859192623231,0.125537662475514,0.3509693472455596
ridge_fixed::M_P_A,M_P_A,False,3.0,13,13,3,ridge_fixed,0.1,0.6812677653894365,0.0017821411466748742,3,1520,853,0.5611842105263158,0.6919622110901643,0.2490401510960451,0.5446233506927662,0.5946866471684281,0.1419210688148239,0.2831294334494088
ridge::D_M_P_A,D_M_P_A,False,4.0,17,17,7,ridge,1.0,0.6587215109897597,0.0092837540466683,34,1520,853,0.5611842105263158,0.7287433396903711,0.2599015133097595,0.5400043237466847,0.5652687036100204,0.1882216740567182,0.1409538163625941
ridge_fixed::D_M_P_A,D_M_P_A,False,4.0,17,17,7,ridge_fixed,0.1,0.6608071520228732,0.00601760904322047,34,1520,853,0.5611842105263158,0.6994532040895722,0.2509219432281525,0.5507047179809861,0.5773881589666433,0.1220457960962747,0.3247878278203538
ridge::B_M_P_A,B_M_P_A,False,4.0,14,14,4,ridge,0.1,0.6740873608011265,0.0028656308122314,4,1520,853,0.5611842105263158,0.6882812315062049,0.2467392070551203,0.5509789067951371,0.5837260569280285,0.0725414260439026,0.4694847552906517
ridge_fixed::B_M_P_A,B_M_P_A,False,4.0,14,14,4,ridge_fixed,0.1,0.6740873608011265,0.002865630812231424,4,1520,853,0.5611842105263158,0.6882812315062049,0.2467392070551203,0.5509789067951371,0.5837260569280285,0.0725414260439026,0.4694847552906517
ridge::D_B_M_P_A,D_B_M_P_A,False,5.0,18,18,8,ridge,1.0,0.6546989810903293,0.007267379423493,35,1520,853,0.5611842105263158,0.721642473385492,0.2562440168178135,0.5571604584577582,0.5764919049246396,0.157102176684393,0.2191395827439455
ridge_fixed::D_B_M_P_A,D_B_M_P_A,False,5.0,18,18,8,ridge_fixed,0.1,0.6561872223599282,0.003918318232807667,35,1520,853,0.5611842105263158,0.6940856023383204,0.2480129488763621,0.5678380036242137,0.5885285662627665,0.0902757561126386,0.4109624020980202
ridge::C_A,C_A,False,2.0,2,2,2,ridge,0.1,0.6805863410027915,0.0029477532207248,5,1520,853,0.5611842105263158,0.6966535834095664,0.2511292228456774,0.5186826282052408,0.5650053181939355,0.2142509994508813,0.0853739683153758
ridge_fixed::C_A,C_A,False,2.0,2,2,2,ridge_fixed,0.1,0.6805863410027915,0.0029477532207248898,5,1520,853,0.5611842105263158,0.6966535834095664,0.2511292228456774,0.5186826282052408,0.5650053181939355,0.2142509994508813,0.0853739683153758
ridge::D_C_A,D_C_A,False,3.0,6,6,6,ridge,1.0,0.6593856247495893,0.0089974989759465,36,1520,853,0.5611842105263158,0.7315670994168143,0.2606354680481259,0.5372650720360804,0.560340450096479,0.1919185792868138,0.1275907809917696
ridge_fixed::D_C_A,D_C_A,False,3.0,6,6,6,ridge_fixed,0.1,0.660922543321689,0.0058706368992218864,36,1520,853,0.5611842105263158,0.7026783715718511,0.2520582393862552,0.548670272132398,0.5713733716417799,0.1329587981361922,0.2892111873070783
ridge::B_C_A,B_C_A,False,3.0,3,3,3,ridge,0.1,0.6735209745197117,0.0041260509265748,6,1520,853,0.5611842105263158,0.689413094073297,0.2470093559967353,0.5575181342505771,0.5779087967008568,0.0798372897648143,0.442579892403741
ridge_fixed::B_C_A,B_C_A,False,3.0,3,3,3,ridge_fixed,0.1,0.6735209745197117,0.0041260509265748915,6,1520,853,0.5611842105263158,0.689413094073297,0.2470093559967353,0.5575181342505771,0.5779087967008568,0.0798372897648143,0.442579892403741
ridge::D_B_C_A,D_B_C_A,False,4.0,7,7,7,ridge,1.0,0.6556968128981201,0.0066503449297789,37,1520,853,0.5611842105263158,0.7219390738758652,0.2556094456323321,0.5598021622248665,0.5738749918887475,0.1519560544082087,0.2220139353057828
ridge_fixed::D_B_C_A,D_B_C_A,False,4.0,7,7,7,ridge_fixed,0.1,0.6567082293496797,0.003558991067221665,37,1520,853,0.5611842105263158,0.6944134339152416,0.247662166492379,0.5714481563438679,0.5841127519102771,0.0840881421401455,0.4122079934021248
ridge::M_C_A,M_C_A,False,3.0,3,3,3,ridge,0.01,0.680463603268946,0.0017802427693141,6,1520,853,0.5611842105263158,0.6876174024081855,0.247028934263782,0.5674899947447144,0.5989793529258386,0.0950595234190733,0.4384667603660195
ridge_fixed::M_C_A,M_C_A,False,3.0,3,3,3,ridge_fixed,0.1,0.6805101002833103,0.002781739415739915,6,1520,853,0.5611842105263158,0.6910115491211328,0.2484143327566712,0.5573045833472478,0.5893372527465136,0.117638821340382,0.3456757569583066
ridge::D_M_C_A,D_M_C_A,False,4.0,7,7,7,ridge,1.0,0.6595823011493227,0.0088451789585043,37,1520,853,0.5611842105263158,0.728460820048312,0.2592161804705049,0.5428332141080691,0.5644664740241516,0.1821953761180366,0.1507523239404112
ridge_fixed::D_M_C_A,D_M_C_A,False,4.0,7,7,7,ridge_fixed,0.1,0.6610199931914185,0.005701495594321107,37,1520,853,0.5611842105263158,0.6985083441546103,0.2501478722757171,0.5563493165492284,0.5770083258049752,0.1112554917926804,0.3446435885691473
ridge::B_M_C_A,B_M_C_A,False,4.0,4,4,4,ridge,0.1,0.6737350136132971,0.0040694440573937,7,1520,853,0.5611842105263158,0.6862360408312737,0.2454898159482902,0.572438575553958,0.5870012265432162,0.0475870460043478,0.5270589222791718
ridge_fixed::B_M_C_A,B_M_C_A,False,4.0,4,4,4,ridge_fixed,0.1,0.6737350136132971,0.004069444057393727,7,1520,853,0.5611842105263158,0.6862360408312737,0.2454898159482902,0.572438575553958,0.5870012265432162,0.0475870460043478,0.5270589222791718
ridge::D_B_M_C_A,D_B_M_C_A,False,5.0,8,8,8,ridge,1.0,0.656029039004183,0.0065888703780036,38,1520,853,0.5611842105263158,0.7210542982703989,0.2552402427937273,0.5611274081599295,0.5755501559098766,0.1491239347331509,0.2284909126595213
ridge_fixed::D_B_M_C_A,D_B_M_C_A,False,5.0,8,8,8,ridge_fixed,0.1,0.656928804413832,0.0034824738559341376,38,1520,853,0.5611842105263158,0.6927792686583069,0.2469167212680025,0.5740283433898525,0.5865909535540854,0.0767748434238885,0.4312082581456499
ridge::P_C_A,P_C_A,False,3.0,13,13,3,ridge,0.01,0.6811223175840232,0.0016794203828153,6,1520,853,0.5611842105263158,0.6930699715077313,0.2496914655533511,0.4959284718719187,0.5575084812967905,0.2395932540836635,0.0188368703772697
ridge_fixed::P_C_A,P_C_A,False,3.0,13,13,3,ridge_fixed,0.1,0.6812171821705488,0.002703302020667103,6,1520,853,0.5611842105263158,0.6973268299556493,0.2514930186955762,0.4971500181913733,0.5578730614539816,0.2308689873959885,0.0414915137098673
ridge::D_P_C_A,D_P_C_A,False,4.0,17,17,7,ridge,1.0,0.6597900266276292,0.0094657441149628,37,1520,853,0.5611842105263158,0.7341824291632196,0.2619815239089949,0.5322373982996779,0.5593145033636273,0.2010847984985359,0.1074617318541795
ridge_fixed::D_P_C_A,D_P_C_A,False,4.0,17,17,7,ridge_fixed,0.1,0.6611992807123596,0.006104335804155213,37,1520,853,0.5611842105263158,0.704559949591395,0.2531071791928749,0.5427145747173306,0.5713435559000093,0.1458285349503579,0.2604974134956458
ridge::B_P_C_A,B_P_C_A,False,4.0,14,14,4,ridge,0.1,0.6738069592361944,0.003614420340704,7,1520,853,0.5611842105263158,0.6913619415022128,0.2480730128416965,0.5412118091013111,0.5751561387585362,0.1022959489284506,0.3883047230091133
ridge_fixed::B_P_C_A,B_P_C_A,False,4.0,14,14,4,ridge_fixed,0.1,0.6738069592361944,0.003614420340704023,7,1520,853,0.5611842105263158,0.6913619415022128,0.2480730128416965,0.5412118091013111,0.5751561387585362,0.1022959489284506,0.3883047230091133
ridge::D_B_P_C_A,D_B_P_C_A,False,5.0,18,18,8,ridge,1.0,0.6554802333874106,0.0073660622127643,38,1520,853,0.5611842105263158,0.7247149336832018,0.25732324382341,0.5533912410734844,0.5721487791549633,0.1628671993610321,0.2017709918304732
ridge_fixed::D_B_P_C_A,D_B_P_C_A,False,5.0,18,18,8,ridge_fixed,0.1,0.656438612508807,0.00394283482684355,38,1520,853,0.5611842105263158,0.6970217636524865,0.2491811652884854,0.5637647178755288,0.5837316001228021,0.100910228200521,0.3782976257900637
ridge::M_P_C_A,M_P_C_A,False,4.0,14,14,4,ridge,0.01,0.6808896704568617,0.0014887580560019,7,1520,853,0.5611842105263158,0.688383427823019,0.2474214406221835,0.5504911670776569,0.5880323084856682,0.1149146727252203,0.3828968032512839
ridge_fixed::M_P_C_A,M_P_C_A,False,4.0,14,14,4,ridge_fixed,0.1,0.6810862662954255,0.0024278314983443507,7,1520,853,0.5611842105263158,0.6918166409874114,0.2488413196574748,0.5495051419190756,0.5862053126179538,0.132067283409866,0.3078431138145562
ridge::D_M_P_C_A,D_M_P_C_A,False,5.0,18,18,8,ridge,1.0,0.6598969326148573,0.0092861595583203,38,1520,853,0.5611842105263158,0.7300197943395154,0.2601382479766468,0.5390165409674998,0.5636880432657367,0.1892525817900137,0.1370918943475734
ridge_fixed::D_M_P_C_A,D_M_P_C_A,False,5.0,18,18,8,ridge_fixed,0.1,0.6612215348609152,0.005930710778466492,38,1520,853,0.5611842105263158,0.6999965892842004,0.2510080251550817,0.5513286732952398,0.5764167488841399,0.12203182293776,0.3220598111881972
ridge::B_M_P_C_A,B_M_P_C_A,False,5.0,15,15,5,ridge,0.1,0.6739940346313386,0.0035014297224353,8,1520,853,0.5611842105263158,0.6880212884406041,0.2464680659771124,0.5559951559976166,0.5827035491791237,0.0681166194339657,0.4782914988562958
ridge_fixed::B_M_P_C_A,B_M_P_C_A,False,5.0,15,15,5,ridge_fixed,0.1,0.6739940346313386,0.003501429722435349,8,1520,853,0.5611842105263158,0.6880212884406041,0.2464680659771124,0.5559951559976166,0.5827035491791237,0.0681166194339657,0.4782914988562958
ridge::D_B_M_P_C_A,D_B_M_P_C_A,False,6.0,19,19,9,ridge,1.0,0.6558527360731933,0.0072787457669488,39,1520,853,0.5611842105263158,0.7228282840722543,0.2564386873874337,0.5566076867779475,0.5748236401419914,0.1573167168342666,0.2154251383506246
ridge_fixed::D_B_M_P_C_A,D_B_M_P_C_A,False,6.0,19,19,9,ridge_fixed,0.1,0.6566109623719517,0.0038335465177935135,39,1520,853,0.5611842105263158,0.694565615651307,0.2480561170145347,0.5681324050753053,0.5873669435961173,0.0900960420211307,0.40750883774803
ridge::K,K,False,1.0,11,11,1,ridge,1.0,0.669697766266247,0.00444079310987,1,1520,853,0.5611842105263158,0.658037908287812,0.2329009686264355,0.6448956061242532,0.691650168409041,-0.0413027263678187,1.4751402959422792
ridge_fixed::K,K,False,1.0,11,11,1,ridge_fixed,0.1,0.6696986534842732,0.004298459804968104,1,1520,853,0.5611842105263158,0.6583518541404016,0.2330457591898094,0.6448956061242532,0.691650168409041,-0.0504684361892798,1.512453116151799
ridge::D_K,D_K,False,2.0,15,15,5,ridge,1.0,0.6534616584557627,0.0092839912022175,32,1520,853,0.5611842105263158,0.6893716825384361,0.2452977720171479,0.5964687644454443,0.6292062787495348,0.1371528921870726,0.4482517607999347
ridge_fixed::D_K,D_K,False,2.0,15,15,5,ridge_fixed,0.1,0.6553286486084979,0.00689397981404681,32,1520,853,0.5611842105263158,0.6662749544394736,0.2369499122350175,0.6158096215667078,0.6659857799229361,0.0665371252961772,0.7906224867999263
ridge::B_K,B_K,False,2.0,12,12,2,ridge,0.1,0.6639668470180919,0.0037260115855408,2,1520,853,0.5611842105263158,0.6528338910005475,0.2304429090134686,0.6495445126205948,0.6919467742930099,-0.0287436465100031,1.309990277909254
ridge_fixed::B_K,B_K,False,2.0,12,12,2,ridge_fixed,0.1,0.6639668470180919,0.0037260115855408523,2,1520,853,0.5611842105263158,0.6528338910005475,0.2304429090134686,0.6495445126205948,0.6919467742930099,-0.0287436465100031,1.309990277909254
ridge::D_B_K,D_B_K,False,3.0,16,16,6,ridge,1.0,0.6503288258178421,0.0071116833071566,33,1520,853,0.5611842105263158,0.6818852017549667,0.2414083078166426,0.6146856231907494,0.6371248961741497,0.1162900734815817,0.5181229408968365
ridge_fixed::D_B_K,D_B_K,False,3.0,16,16,6,ridge_fixed,0.1,0.6517486409907427,0.004921645785569211,33,1520,853,0.5611842105263158,0.6596940162000948,0.2336976752131853,0.6311176182131677,0.6679780565074765,0.0486873770619011,0.8393961970614324
